OBJECTID,GLOBAL_ID,REMARKS,FREQ_TRANS,FREQ_REC,FREQ_UOM,TYPE_CODE,SERVICE_ID,FREQ_ALT,FREQ_USAGE,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
1,6CD0D620-68FA-463E-A588-7A08B88C8EC1,,124.3,124.3,,ATIS,DC73726D-D80B-4B69-990C-094DC77454B1,,BLANK,1,1,0,0,0,0
2,717154A0-D000-4245-9E4B-EFB4CD074BF7,,273.5,273.5,,ATIS,DC73726D-D80B-4B69-990C-094DC77454B1,,BLANK,1,1,0,0,0,0
3,E7B3A326-8AA2-4EAC-958F-38A50FAF2CF0,,124.25,124.25,,ATIS,ABA58887-4F92-42ED-B079-40D9F29FA1DB,,BLANK,1,1,0,0,0,0
4,0E053C01-5488-471B-ACF9-AE6EBA68F94F,,135.5,135.5,,ATIS,4C665453-2481-4010-A549-90E285A53236,,BLANK,1,1,0,0,0,0
5,C3238EEB-760F-4ECA-954C-06E9DC1BD193,,119.8,119.8,,ATIS,3996AA6D-9BDF-4E56-9CE2-F3545493BFC1,,BLANK,1,1,0,0,0,0
6,09103B7E-2312-4DF6-9EAF-49D508AB4955,,132.075,132.075,,ATIS,D25D1430-C865-4BE2-A585-6DD7EAAB960A,,BLANK,1,1,0,0,0,0
7,9FDCA1FF-D7F1-4C45-AF60-DE567439C33B,,119.9,119.9,,ATIS,F6A08061-F2FB-41A2-BE4D-2AC5D0368084,,BLANK,1,1,0,0,0,0
8,8A4D40F3-64ED-43D6-8430-33A20A1C5AAB,,273.5,273.5,,ATIS,F6A08061-F2FB-41A2-BE4D-2AC5D0368084,,BLANK,1,1,0,0,0,0
9,0ADD0EAA-28DA-49B1-BC51-07931DC02EC4,,134.25,134.25,,ATIS,2149613D-6B07-40CF-BCB4-D2EEB723C0D1,,BLANK,1,1,0,0,0,0
10,E88ABDB4-4906-4616-86FD-F95EE7DDC1C6,,135.2,135.2,,ATIS,0DC8DD96-2214-4CE8-849E-FF9712A30918,,BLANK,1,1,0,0,0,0
11,CCAAF3CB-20B3-4EBD-BA4D-1F5AAA741600,,133.35,133.35,,ATIS,76AEB418-1285-4517-BB04-99FF177DE7D2,,BLANK,1,1,0,0,0,0
12,087AC2F1-7478-44A6-B657-9EE0B92D1D20,,128.8,128.8,,ATIS,E949A6C2-C941-4E7A-A211-F887BF2A94F5,,BLANK,1,1,0,0,0,0
13,9997198E-1B3A-4734-B163-4704EC11453C,,134.45,134.45,,ATIS,2A2F205F-9FF9-44C9-AD4F-9537FB872D03,,BLANK,1,1,0,0,0,0
14,C44E784A-D164-4CCC-B3B0-C3840FBFA68A,,119.4,119.4,,ATIS,D8C78805-E39C-40F4-8E95-2E348252CCF0,,BLANK,0,0,1,1,0,0
15,27575597-40B9-4174-B1C0-B7328993DBAD,,270.1,270.1,,ATIS,D8C78805-E39C-40F4-8E95-2E348252CCF0,,BLANK,0,0,1,1,0,0
16,D654D01F-E6AC-4F08-A08F-7349E09C1AD1,,376.5,376.5,,ATIS,9B277E95-45D0-4774-8980-9F137CBD8C35,,BLANK,0,0,1,0,0,0
17,4AD4A87D-00EE-4D29-8AD1-53AFF0299E0F,,141.375,141.375,,ATIS,91B4973A-4532-440A-B600-B63B01B35927,,BLANK,0,0,1,0,0,0
18,5BD9B6B5-3979-42FA-B2F6-74F3ADBB0816,,361.1,361.1,,ATIS,A00E77E4-27FD-4C09-A103-8B17280AE358,,BLANK,0,0,1,0,0,0
19,00A0C2A6-7A9D-45A1-A93A-57F05BFC84D9,,316.15,316.15,,ATIS,06464F31-5586-43C1-B501-B04F67903DB1,,BLANK,0,0,1,1,0,0
20,0C4B912C-2A8C-4D73-8CC7-3FA3B8C63861,,121.25,121.25,,ATIS,1D34F3C9-9C07-4983-9C3E-0BF8DF0C4B5F,,BLANK,0,0,1,1,0,0
21,84E549F5-8BD5-494F-BA14-C04AA4E96C3C,,135.575,135.575,,ATIS,684B37E4-04E8-4F60-953F-47F64E731CE6,,BLANK,0,0,1,1,0,0
22,7B19A33F-7FFD-4CDB-9F8B-86B96CCD83F9,,124.75,124.75,,ATIS,9772B81A-D550-4DCA-8D04-5D9875AAC663,,BLANK,0,0,1,1,0,0
23,D456BA56-3837-4AEB-88A1-F8E5988D330F,,257.85,257.85,,ATIS,9772B81A-D550-4DCA-8D04-5D9875AAC663,,BLANK,0,0,1,1,0,0
24,B08EB9BD-AE16-4314-87AC-493CF450DEB2,,134.7,134.7,,ATIS,748D30FE-DC3E-4486-8276-F7090F4F6817,,BLANK,0,0,1,1,0,0
25,019AD4B0-A21F-40BA-B66E-E328CE6BA3BB,,269.9,269.9,,ATIS,748D30FE-DC3E-4486-8276-F7090F4F6817,,BLANK,0,0,1,1,0,0
26,AA8D3D63-81BF-4BDF-B7A6-4FA8280C77AB,,120.675,120.675,,ATIS,39EA0DEA-8817-4DF4-9419-8239F0C83294,,BLANK,0,0,1,1,0,0
27,09F62DD4-D0E3-45C6-8154-3E93CC81DAE5,,120.925,120.925,,ATIS,8D09C2A3-B68D-4EDE-8AC3-CE21021B7A18,,BLANK,0,0,1,1,0,0
28,A5D93420-6AA1-4352-A061-0352C69148A2,,119.575,119.575,,ATIS,7A88F0FE-CEBF-4B45-9A54-C5F7C3781C8D,,BLANK,0,0,1,1,0,0
29,BB29FA98-E726-4958-B6E0-E3A96E9B400A,,119.425,119.425,,ATIS,7464B4C1-8090-4268-913C-CAD473120050,,BLANK,0,0,1,1,0,0
30,D516B41A-E0C6-4219-B822-1500849EE99C,,119.175,119.175,,ATIS,B6BDDB90-D622-4E62-BEEC-F524615D612B,,BLANK,0,0,1,1,0,0
31,C0FE0AAD-2028-400E-BBFE-FE63BE3F4AD5,,251.1,251.1,,ATIS,B6BDDB90-D622-4E62-BEEC-F524615D612B,,BLANK,0,0,1,1,0,0
32,B1F1B2D7-8556-4BCE-9D0F-A8896F9F6A1D,,125.65,125.65,,ATIS,26A0D2F1-9297-4F35-AF4D-62520B3E2472,,BLANK,0,0,1,1,0,0
33,463FE7A5-D9D4-4888-A85B-4D8572D8D3A2,,120.2,120.2,,ATIS,5051B47A-468B-45CB-8C05-982A8428D8BE,,BLANK,0,0,1,1,0,0
34,ECEE9109-C3B3-4823-AA3E-9BB71A05CA57,,128.325,128.325,,ATIS,D0C2BDF4-FA61-4C28-8A9E-304DEA25B393,,BLANK,0,0,1,0,1,0
35,C754CCD1-7A83-42AF-BA6E-84B1D373D375,,125.8,125.8,,ATIS,8417C279-0BE6-4701-A5D4-3C429A5CC9C4,,BLANK,0,0,1,1,0,0
36,9DDBFD0B-D769-4983-876B-63A5ECCA95AF,,134.75,134.75,,ATIS,F6C8854A-2577-467D-AF22-366A7D06DCB4,,BLANK,0,0,1,1,0,0
37,20F1D77E-DDEA-47A0-BD5D-1F6CDA8CFD29,,119.425,119.425,,ATIS,3D58CFFB-AABE-405F-9DA2-579003556B62,,BLANK,0,0,1,1,1,0
38,DF180119-DE78-448F-85B4-0E2D8E4B11BC,,134.925,134.925,,ATIS,D3EA6E48-6C33-4357-8513-5A58418B3984,,BLANK,0,0,1,1,1,0
39,FE816BE3-AB66-482A-8469-7AD70B24F34E,,118.35,118.35,,ATIS,FCEF94B5-F28C-4FC9-B76C-E65C59AB62CD,,BLANK,0,0,1,1,1,0
40,1F39B971-79EA-4D37-AD8C-4FC51C394541,,124.3,124.3,,ATIS,0BF62C10-55A6-4F1C-A19A-B9CC938F6F31,,BLANK,0,0,1,1,0,0
41,468153DB-7704-42B0-82C1-5A9990A86684,,118.25,118.25,,ATIS,07002674-E650-467F-8016-732FE528C810,,BLANK,0,0,1,1,1,0
42,5F518316-C9E0-43E4-9574-32D2818E4CCF,,126.5,126.5,,ATIS,88573A6B-0021-4BFB-BD54-4188833B9963,,BLANK,0,0,1,1,1,0
43,B0F267AC-E8AC-403A-B403-D02A303E0A23,,127.575,127.575,,ATIS,A7FBDFB7-F35E-46C3-82D5-830ED78B369D,,BLANK,0,0,1,1,1,0
44,AED65E37-B266-4A8F-ABE6-5593D9C3545B,,133.5,133.5,,ATIS,8369D5BD-0738-47AA-B125-49DF10BC8C29,,BLANK,0,0,1,1,1,0
45,575434D4-CBBA-4C1D-9298-42759953FDD9,,270.275,270.275,,ATIS,8369D5BD-0738-47AA-B125-49DF10BC8C29,,BLANK,0,0,1,1,1,0
46,E7E2507A-BE76-476B-A2FC-0DCD496B2281,,127.2,127.2,,ATIS,0462EEED-C6C6-49B0-8568-022997AD88DA,,BLANK,0,0,1,1,0,0
47,1EA7AE8A-29D2-4CC4-8242-065B7E438B0B,,118.6,118.6,,ATIS,D2F5E5D7-0164-4F7E-B455-E855462B223A,,BLANK,0,0,1,1,1,0
48,91C76FDA-5FCC-4171-90B4-8CEC1D719222,,270.1,270.1,,ATIS,94292B9A-7476-42CE-8750-88ED67A830CA,,BLANK,0,0,1,1,0,0
49,C6C87875-4D16-464C-A1AC-A6F26F66EAD9,,123.8,123.8,,ATIS,9C364155-FBDD-4833-8A56-B8A6296BC6CD,,BLANK,0,0,1,1,0,0
50,763BC6A2-8260-4C0C-923E-9526086B21F0,,279.65,279.65,,ATIS,9C364155-FBDD-4833-8A56-B8A6296BC6CD,,BLANK,0,0,1,1,0,0
51,1182E5BC-4020-4B06-82D4-A81B6D335A24,,118.8,118.8,,ATIS,AEEF65E3-9B3B-4AB1-81FE-40B7E01087CC,,BLANK,0,0,1,1,0,0
52,8B0DEA84-F9A2-42FF-8DA6-9E8F8E72DBD4,,273.5,273.5,,ATIS,AEEF65E3-9B3B-4AB1-81FE-40B7E01087CC,,BLANK,0,0,1,1,0,0
53,2EEFAE62-6F1D-4C5A-9DF0-1DE637A30D44,,124.475,124.475,,ATIS,188F7090-F20A-4BEC-A2EC-7309C7D4E353,,BLANK,0,0,1,1,0,0
54,1E4D8F5F-6996-44E0-A16E-35710A477A7C,,118.6,118.6,,ATIS,83DB1D48-9B5C-4A56-A45F-58FBC7948631,,BLANK,0,0,1,1,0,0
55,72ECA8B6-B246-4E69-943D-9E0A98840630,,134.5,134.5,,ATIS,1A3B8A78-041B-421E-A65A-C0CC5B07B161,,BLANK,0,0,1,1,1,0
56,94E51E42-073F-496B-A44B-EB9DD466CD7C,ARR VIA FIM/PMD VORTAC ONLY,135.125,135.125,,ATIS-ARR,5BEDBFA7-3EED-4C91-BFA0-605EF78FFF9C,,BLANK,0,0,1,1,1,0
57,72159B04-D19C-44F0-8526-587CC589B899,,126.025,126.025,,ATIS,4AA86D60-3CA6-4F3B-BA08-49B797099C72,,BLANK,0,0,1,1,0,0
58,8DBF9BDE-442B-4CA5-BD9B-83B42E01E835,,120.15,120.15,,ATIS,A7679C47-A654-4D8B-9F5C-7E74C94A2441,,BLANK,0,0,1,0,0,0
59,5FA3CABE-05FA-444B-AFFB-7A021BD852A1,,322.375,322.375,,ATIS,F3A5A48F-BE66-4830-8393-09098BDA5CA2,,BLANK,0,0,1,1,0,0
60,48DF3419-2823-4410-8E2A-A9B284A18125,,125.85,125.85,,ATIS,EE8A6179-5DA1-42B0-AED9-3462CB06CE84,,BLANK,0,0,1,1,1,0
61,EB0E84E8-A58F-4D33-A791-7A0A41B75F46,,124.7,124.7,,ATIS,C128997F-9DAB-4996-838D-32E7ED582DED,,BLANK,0,0,1,1,1,0
62,AC281428-1B03-4628-B754-03CF2B3613EB,,269.275,269.275,,ATIS,A4B60204-ABC1-44F8-82C8-EB3F053D510A,,BLANK,0,0,1,1,0,0
63,93A36CE2-6C59-4E97-989E-7EA003657FE1,,118.75,118.75,,ATIS,4EE59101-03A1-41E1-A1B8-B2F4121EDAB7,,BLANK,0,0,1,0,1,0
64,2535C862-400E-4AAB-BA4D-6EC3D32ADAFD,,135.55,135.55,,ATIS,87382E2F-E6A8-4CCD-8747-C767BFCB63DB,,BLANK,0,0,1,1,1,0
65,244052F2-D155-44A3-9F06-B374143F2A4C,,292.125,292.125,,ATIS,87382E2F-E6A8-4CCD-8747-C767BFCB63DB,,BLANK,0,0,1,1,1,0
66,9A5F13D0-BA82-4906-A6AC-0873AAB88FD2,,121.35,121.35,,ATIS,CB429BBC-742B-47AA-AB20-C30691E9E668,,BLANK,0,0,1,1,0,0
67,93030AD1-48B2-4FC4-BA57-B04DA88F28A4,,273.6,273.6,,ATIS,CB429BBC-742B-47AA-AB20-C30691E9E668,,BLANK,0,0,1,1,0,0
68,E8415FAE-CC4F-4EA8-8D41-A5E940BC9A66,,125.05,125.05,,ATIS,3DB9FFC6-3EC3-466E-938D-B603B0394CD4,,BLANK,0,0,1,0,1,0
69,A321AB64-FC38-4915-B377-89953BEE21BB,,118.4,118.4,,ATIS,79890116-1B90-4D39-AB00-0C5E8F654543,,BLANK,0,0,1,0,1,0
70,5A55742E-AE96-4DF8-BAAD-811C7D854036,,126.7,126.7,,ATIS,95D4252A-CA20-441C-8497-8C3B4AE0F32A,,BLANK,0,0,1,1,1,0
71,FB61923D-607F-42C9-BBC0-FA9FEB9EF9FD,,276.2,276.2,,ATIS,5CE47CAF-BF80-4130-88B2-F95E59B0A7F9,,BLANK,0,0,1,0,0,0
72,9661BC95-01C0-4572-9760-1739F93066FF,,124.4,124.4,,ATIS,24172AEE-48E2-4BB6-94A9-93DFC955B141,,BLANK,0,0,1,0,1,0
73,5FC8BE88-C6F3-4671-A65D-F49D513F629D,,126.3,126.3,,ATIS,88986CC1-C555-4B49-A188-71297A6AA4A6,,BLANK,0,0,1,1,0,0
74,D7581E3D-0F5C-4DAE-B3E6-28678C6C9926,,121.575,121.575,,ATIS,40AA2813-1C42-41B5-BAD2-C2E4B3DDFDBB,,BLANK,0,0,1,1,0,0
75,F6F25229-3743-49AC-981C-0DCA22ABFEF9,,327.15,327.15,,ATIS,40AA2813-1C42-41B5-BAD2-C2E4B3DDFDBB,,BLANK,0,0,1,1,0,0
76,13CD835C-19CE-4E4B-9E39-E61D9C775CFD,,119.65,119.65,,ATIS,616BCD14-7D1A-463A-BD3D-958F9A660D06,,BLANK,0,0,1,1,1,0
77,2C5D5B78-F43F-4EFC-B4CC-A7CE679F627D,,133.125,133.125,,ATIS,86FAA30D-F163-4546-B966-06C5067825F9,,BLANK,0,0,1,1,0,0
78,ABB029A2-4BD0-4DCB-86D9-BE808D7B02E8,,257.975,257.975,,ATIS,86FAA30D-F163-4546-B966-06C5067825F9,,BLANK,0,0,1,1,0,0
79,69485BB3-CF5D-49AD-BA69-84BFD51D664B,,127.75,127.75,,ATIS,B473A0AD-53A2-4300-9730-8B821628CD88,,BLANK,0,0,1,1,1,0
80,39E8C8D8-0D37-4424-BD4E-27F29068A1A8,,118.875,118.875,,ATIS,637A60A5-5BBF-4692-85C9-7E3983DCEDC0,,BLANK,0,0,1,1,1,0
81,1B071DF4-6127-47FC-B182-B728282D1F8D,,379.975,379.975,,ATIS,637A60A5-5BBF-4692-85C9-7E3983DCEDC0,,BLANK,0,0,1,1,1,0
82,42721836-8A2C-4353-A281-75A977AB697B,ARR,133.8,133.8,,ATIS-ARR,575E3FE2-565F-48C4-9A9A-F56683AB2CDA,,BLANK,0,0,1,1,1,0
83,816FFCD2-D656-4965-A9CD-87DB647624E3,DEP,135.65,135.65,,ATIS-DEP,73F56DF0-A83F-48BA-AFCE-65792C36D333,,BLANK,0,0,1,1,1,0
84,D20DF90C-2D99-4EB6-8D37-119678600517,,132.1,132.1,,ATIS,3BF424C2-2BA6-4EEB-92B4-1797EE56DDCA,,BLANK,0,0,1,0,1,0
85,75929783-547C-445B-B7A6-8B3E400206CD,,124.55,124.55,,ATIS,C1EACE23-2662-4EC8-9B53-4268192C185F,,BLANK,0,0,1,1,0,0
86,334A7D41-97AF-4E1E-AF78-37D68FAB497D,,273.5,273.5,,ATIS,C1EACE23-2662-4EC8-9B53-4268192C185F,,BLANK,0,0,1,1,0,0
87,D1D8AD82-254A-41DF-90A6-27CE8E81A393,,127.7,127.7,,ATIS,C5B0988B-587A-4517-B55F-603938CE3245,,BLANK,0,0,1,1,0,0
88,2327F86D-4FD0-4034-AC96-1B8F8D7643B7,,119.25,119.25,,ATIS,1AD71D40-EA5B-4635-A3E5-1AFE09174C6C,,BLANK,0,0,1,1,0,0
89,1E2C6150-1B1D-461B-9D6C-E344A768B5B4,,124.175,124.175,,ATIS,C7806AAD-14CC-41D2-AA95-339BB88A7393,,BLANK,0,0,1,1,1,0
90,58AAE6D9-9F8B-4D6E-A8CE-196303BA2E38,,283,283,,ATIS,C7806AAD-14CC-41D2-AA95-339BB88A7393,,BLANK,0,0,1,1,1,0
91,BB520DE2-9491-4C1E-BF29-A8F002B0C54D,,124.05,124.05,,ATIS,5A2C4A31-56AD-4FB5-8A52-1FFCD9C580C1,,BLANK,0,0,1,1,1,0
92,6CC5FF6A-6733-4356-904E-DA76EF2CA76A,,133.775,133.775,,ATIS,1A33AE53-C0CE-4111-AAFE-B92E6462F947,,BLANK,0,0,1,1,1,0
93,954E39C0-D212-4ABD-9F5C-6E302A3FB6E5,,124.25,124.25,,ATIS,834717EB-B84F-4F90-A03E-364E17EC9B7D,,BLANK,0,0,1,1,1,0
94,A1748A10-9357-4123-9BEA-B7ACB773CC73,,118.05,118.05,,ATIS,AD1432F4-35DB-4AAC-AD1A-C387D1584ECF,,BLANK,0,0,1,1,0,0
95,E0C086F6-0900-43A0-B052-419F0667F99A,,135.275,135.275,,ATIS,B1393810-D234-43FB-9234-6D673D1D1E51,,BLANK,0,0,1,0,1,0
96,BF81FEB8-BC4B-45D5-B2E6-733B4CE36771,,125.55,125.55,,ATIS,F24F675F-54B0-46C2-9EF2-3B357655A6B9,,BLANK,0,0,1,1,0,0
97,B8182208-807F-4721-A168-64DC106C6C31,,363.05,363.05,,ATIS,F24F675F-54B0-46C2-9EF2-3B357655A6B9,,BLANK,0,0,1,1,0,0
98,CB08A470-8834-405D-9B1F-C475670A0176,,132.025,132.025,,ATIS,F65FE311-8E5E-4669-8D9D-26B5FD5EB142,,BLANK,0,0,1,1,0,0
99,83CD3A30-39ED-4F5D-8E26-E58B741A038B,,124.1,124.1,,ATIS,4860B5E9-4A8E-4D28-9419-9442628B8A78,,BLANK,0,0,1,1,0,0
100,EDC69E0F-DF65-45DF-94B2-525492180B4E,,134.75,134.75,,ATIS,A7F273D9-627B-493B-8282-54B55A4DB3E3,,BLANK,0,0,1,1,1,0
101,5E280B54-6DBD-4CF1-B593-4479CAD77A88,,239.05,239.05,,ATIS,A7F273D9-627B-493B-8282-54B55A4DB3E3,,BLANK,0,0,1,1,1,0
102,4BF53839-A681-4A71-861A-9257AF6323EE,,128.8,128.8,,ATIS,F77EDD22-BC49-45FB-840E-FB3DEFC12CAD,,BLANK,0,0,1,1,1,0
103,1DD6D441-70DC-433F-B409-B3273F258851,,125.5,125.5,,ATIS,69922851-442B-4E99-9492-3B492167E768,,BLANK,0,0,1,1,0,0
104,335100F6-0AA2-43BF-ACFB-EB0F5E328F65,,126.75,126.75,,ATIS,806A3216-1F79-4BFE-B3B4-DB030AF328CC,,BLANK,0,0,1,1,0,0
105,CFC624C4-9487-47F5-8A37-0F191ABB4406,,118.325,118.325,,ATIS,F1614287-E474-48A5-AD3D-5DABF0544F78,,BLANK,0,0,1,1,0,0
106,A9B6A427-FF31-4684-B920-699241B71545,,124.85,124.85,,ATIS,F798F111-64A4-4689-AC18-C38871576730,,BLANK,0,0,1,1,0,0
107,AFA8B0BC-B0A4-4947-AC98-D7C821AE886C,,124.175,124.175,,ATIS,475DFFF6-363E-4195-87EB-63F74FA1788D,,BLANK,0,0,1,1,1,0
108,78FB4957-7996-4C1B-B467-6DD5B37EA9A5,,125.9,125.9,,ATIS,38C7DC61-067B-4A9E-8571-DEE7C91DD442,,BLANK,0,0,1,0,1,0
109,5FFD1460-C5A5-4251-808F-E44A14A4542D,,268.6,268.6,,ATIS,DC5A2FD9-6968-4046-A51D-14162FA204C5,,BLANK,0,0,1,1,0,0
110,2B0D412F-F520-4C78-A444-87BDF6A56AAD,,132.35,132.35,,ATIS,0B7C2C37-B832-414D-9963-0F313DAA73B5,,BLANK,0,0,1,1,0,0
111,53C73717-17D1-4708-B7F7-61E941AD5F89,,352,352,,ATIS,2E1ACBEB-4BE4-4FB3-945C-9995E7A166C5,,BLANK,0,0,1,1,0,0
112,4B104FC1-CCEB-4840-89EC-18A89A5F9B87,,126.9,126.9,,ATIS,18F9C67C-D9C6-4D0D-8751-513FE76475C8,,BLANK,0,0,1,0,0,0
113,DB7F98A2-9845-4073-A765-C4DA1016CCA2,,317.8,317.8,,ATIS,14D2B8E4-7A9C-4402-86EE-1C3E44F5E8AB,,BLANK,0,0,1,1,0,0
114,1340A4D6-AD25-40FB-BBD9-61001A29AC3D,,134.8,134.8,,ATIS,6660384D-2CF4-45BB-B49F-FFB52DB45427,,BLANK,0,0,1,1,0,0
115,3823174C-6EA6-487F-AD7E-1D5CCC730FEA,,125.45,125.45,,ATIS,6BF42D51-0A45-46C0-8AED-F4E6CC8253D8,,BLANK,0,0,1,1,0,0
116,DAD42EE1-8374-49BE-A15E-0247E2CF32B4,,113.7,113.7,,ATIS,98486FCB-FE3B-4AE6-BCE1-EBA442FEB072,,BLANK,0,0,1,1,1,0
117,56712642-1C8B-4F42-8E39-403F0BA88AF9,,115.8,115.8,,ATIS,98486FCB-FE3B-4AE6-BCE1-EBA442FEB072,,BLANK,0,0,1,1,1,0
118,4E30F624-0830-4351-AD3B-025695F5A1C5,,126.95,126.95,,ATIS,531A7E8C-571E-456B-8FBB-0ABDCC8E6541,,BLANK,0,0,1,1,1,0
119,F6B34947-3AF3-469E-9301-EEB339131843,,125.2,125.2,,ATIS,E9486E9D-5807-4C53-BDCE-9E5E80426F21,,BLANK,0,0,1,0,0,0
120,98C30D8F-7CD9-48CB-9B79-FC42BB6FB26D,,120.6,120.6,,ATIS,417F1067-095A-4DE6-AF8A-C5442AD74A5C,,BLANK,0,0,1,1,0,0
121,C492F154-3BED-4E82-A4C5-B41F168C284A,,126,126,,ATIS,A1B4AB40-84D0-4164-BC3A-5360E6DF2D35,,BLANK,0,0,1,1,1,0
122,DF8430E5-0CDF-4EAA-A50F-CAFF77171367,,132.65,132.65,,ATIS,64888D03-109D-40CD-9974-C920E88F04DC,,BLANK,0,0,1,1,0,0
123,9D4532EF-02F5-43D3-9813-DA404F789E47,,121.15,121.15,,ATIS,AD64948D-B683-4AE8-846E-64AF44C6D264,,BLANK,0,0,1,1,0,0
124,5AE6B4F2-0D7C-47C5-B36F-B3FFFA88C0FE,,119.15,119.15,,ATIS,E2382362-4E1E-4148-AE66-FC6697FF2848,,BLANK,0,0,1,0,1,0
125,B6BD1E0F-4BC3-4B46-A074-88D795357301,,120.55,120.55,,ATIS,0A08354A-4348-41E5-AC67-928CB43E10B9,,BLANK,0,0,1,1,0,0
126,8D7DB6EA-7BA4-457A-9A0E-9A0AF523EA90,,118.25,118.25,,ATIS,8438B4ED-0E8A-4429-959F-D5F783D132CA,,BLANK,0,0,1,1,0,0
127,F7F8F963-D684-45C5-A9F7-1CA65FFD5CE3,,125.6,125.6,,ATIS,F5FA0ACF-A68E-41BE-9E9F-8C9E256B1A6A,,BLANK,0,0,1,1,1,0
128,2B52DFD9-A00C-48F0-8900-506901E3A30D,,127.55,127.55,,ATIS,3273AB13-B634-4696-90FD-DD12657D4313,,BLANK,0,0,1,1,1,0
129,00C78A95-FF09-401A-B0C2-2F5C897E0E9F,,135.475,135.475,,ATIS,002EE8FB-6ACE-414A-8FDD-B8553F746F7F,,BLANK,0,0,1,1,0,0
130,05505C1E-8CF0-4838-9C68-18C775D61935,,120.4,120.4,,ATIS,DC73230E-1484-4E09-B4C0-EDDFA6B4D53F,,BLANK,0,0,1,1,0,0
131,0610B749-1B4A-4934-9C28-15A4A214D99D,,119.675,119.675,,ATIS,FBF60099-506D-4964-9AE6-25D87D71C941,,BLANK,0,0,1,1,1,0
132,AC176FA2-E2F2-4705-A35C-1CACBCDBBE8B,,259.3,259.3,,ATIS,FBF60099-506D-4964-9AE6-25D87D71C941,,BLANK,0,0,1,1,1,0
133,D266F30E-D434-409B-BD30-CF5820DBBC3C,,125,125,,ATIS,5A123598-1483-4721-9769-D4E85FA14C14,,BLANK,0,0,1,1,0,0
134,2D5EAB91-8535-49D2-9975-F8B64A9A2B17,,254.3,254.3,,ATIS,5A123598-1483-4721-9769-D4E85FA14C14,,BLANK,0,0,1,1,0,0
135,BD8FBB6E-54EC-40F6-8DEE-CFA11585295A,,128.525,128.525,,ATIS,67B86C73-F05F-43EB-9C6F-29891BFC6074,,BLANK,0,0,1,0,0,0
136,A92B9F86-DB51-47E1-B6CA-A73141128C36,,269.375,269.375,,ATIS,67B86C73-F05F-43EB-9C6F-29891BFC6074,,BLANK,0,0,1,0,0,0
137,DC7F262E-1CE1-4808-927E-FC9B3C2EA77F,,120.3,120.3,,ATIS,D8D417A4-75E5-4611-A3B8-5ACDC738FEB5,,BLANK,0,0,1,1,1,0
138,D4663AC7-D685-4F05-9EEE-C7A2059E761C,ARR,125.6,125.6,,ATIS-ARR,D35DE87D-64A0-4AFE-99B5-55E98F388517,,BLANK,0,0,1,1,1,0
139,B4D95202-3272-4910-96F8-90EF4A780B1A,DEP,134.025,134.025,,ATIS-DEP,4B685D03-ECDA-47BA-83C8-8BEB372A53EC,,BLANK,0,0,1,1,1,0
140,50BADCA1-2277-4A13-A5FA-F84F738FFBE7,ARR,379.9,379.9,,ATIS-ARR,D35DE87D-64A0-4AFE-99B5-55E98F388517,,BLANK,0,0,1,1,1,0
141,16DD8592-7168-49BF-B8C7-B1A1DD92E8D8,,126.25,126.25,,ATIS,F5113BEC-CA79-447D-AB65-1A7F82FBEA0A,,BLANK,0,0,1,1,1,0
142,3004FCDF-80EB-423A-86E7-6C6901D0F1A4,,135.575,135.575,,ATIS,B3EAD994-326A-44C4-B6D9-A98DAD2A4EB6,,BLANK,0,0,1,1,0,0
143,4BBAF83D-3BCF-4103-9E32-D0E571CC137F,,108.8,108.8,,ATIS,DCD1853E-3869-4365-BF57-4F4D75BB6182,,BLANK,0,0,1,0,0,0
144,DCC49910-8D94-4A13-B218-E1701F512AAB,,118.55,118.55,,ATIS,F50BBDB6-2CE7-4A8B-837E-B47569ECCEF5,,BLANK,0,0,1,1,0,0
145,37B552E3-75CA-45DA-8CC6-9116F0FCB42E,,125.25,125.25,,ATIS,9E132F80-5FAE-4BD0-9F80-68533FB8DB2E,,BLANK,0,0,1,1,0,0
146,6A87E488-CB63-4730-A45F-0BB44DAC4F42,,119.15,119.15,,ATIS,80AB20CB-1879-42E7-9167-421622135F64,,BLANK,0,0,1,0,0,0
147,F5DF207E-3EE1-4F09-8D51-FB6AB7D302DE,,127.75,127.75,,ATIS,CA274050-1635-4526-8128-7C317B5EC22D,,BLANK,0,0,1,0,0,0
148,133E94B8-D586-48D6-96F1-12E16137D2B5,,127,127,,ATIS,A537959B-86BF-43D7-9C14-565C31445B1A,,BLANK,0,0,1,1,0,0
149,1AFB8364-18F4-4733-B5E4-49201B3E2D79,,133.65,133.65,,ATIS,16AAE798-A12D-4CF2-9B07-778828E8CD1B,,BLANK,0,0,1,1,0,0
150,5F41F6F8-1D06-45CB-AA9C-D9628F9B78AD,,132.975,132.975,,ATIS,8836D3C7-2947-4145-BCA5-98B2A90E23AA,,BLANK,0,0,1,1,0,0
151,1A3A6B26-C23F-4EF3-945F-B4BFB0CB4486,,118.15,118.15,,ATIS,CCE5B661-9EFD-41B6-944F-BDD6B1ECE3EE,,BLANK,0,0,1,1,0,0
152,29E468D7-4D42-462E-A8E7-258513BCC7AB,,125.175,125.175,,ATIS,569C3EAA-0D4F-463D-9474-55A28A927484,,BLANK,0,0,1,1,1,0
